PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23982962","Reliability of neuroanatomical measurements in a multisite longitudinal study of youth at risk for psychosis","Cannon TD, Sun F, McEwen SJ, Papademetris X, He G, van Erp TG, Jacobson A, Bearden CE, Walker E, Hu X, Zhou L, Seidman LJ, Thermenos HW, Cornblatt B, Olvet DM, Perkins D, Belger A, Cadenhead K, Tsuang M, Mirzakhanian H, Addington J, Frayne R, Woods SW, McGlashan TH, Constable RT, Qiu M, Mathalon DH, Thompson P, Toga AW.","Hum Brain Mapp. 2014 May;35(5):2424-34. doi: 10.1002/hbm.22338. Epub 2013 Aug 24.","Cannon TD","Hum Brain Mapp","2014","2013/08/29","PMC3843968","NIHMS481984","10.1002/hbm.22338"
"25203286","Radiofrequency pulse design using nonlinear gradient magnetic fields","Kopanoglu E, Constable RT.","Magn Reson Med. 2015 Sep;74(3):826-39. doi: 10.1002/mrm.25423. Epub 2014 Sep 9.","Kopanoglu E","Magn Reson Med","2015","2014/09/10","PMC4362804","NIHMS620339","10.1002/mrm.25423"
"19631277","Functional connectivity and alterations in baseline brain state in humans","Martuzzi R, Ramani R, Qiu M, Rajeevan N, Constable RT.","Neuroimage. 2010 Jan 1;49(1):823-34. doi: 10.1016/j.neuroimage.2009.07.028. Epub 2009 Jul 22.","Martuzzi R","Neuroimage","2010","2009/07/28","PMC2764802","NIHMS134341","10.1016/j.neuroimage.2009.07.028"
"19839998","Sexually dimorphic features of vermis morphology in bipolar disorder","Womer FY, Wang F, Chepenik LG, Kalmar JH, Spencer L, Edmiston E, Pittman BP, Constable RT, Papademetris X, Blumberg HP.","Bipolar Disord. 2009 Nov;11(7):753-8. doi: 10.1111/j.1399-5618.2009.00745.x.","Womer FY","Bipolar Disord","2009","2009/10/21","PMC2844245","NIHMS175442","10.1111/j.1399-5618.2009.00745.x"
"21801165","Functional MRI connectivity as a predictor of the surgical outcome of epilepsy","Negishi M, Martuzzi R, Novotny EJ, Spencer DD, Constable RT.","Epilepsia. 2011 Sep;52(9):1733-40. doi: 10.1111/j.1528-1167.2011.03191.x. Epub 2011 Jul 29.","Negishi M","Epilepsia","2011","2011/08/02","PMC3169719","NIHMS303068","10.1111/j.1528-1167.2011.03191.x"
"25364771","BioImage Suite: An integrated medical image analysis suite: An update","Papademetris X, Jackowski MP, Rajeevan N, DiStasio M, Okuda H, Constable RT, Staib LH.","Insight J. 2006;2006:209.","Papademetris X","Insight J","2006","2014/11/04","PMC4213804","NIHMS178052",""
"30581383","Insula as the Interface Between Body Awareness and Movement: A Neurofeedback-Guided Kinesthetic Motor Imagery Study in Parkinson's Disease","Tinaz S, Para K, Vives-Rodriguez A, Martinez-Kaigi V, Nalamada K, Sezgin M, Scheinost D, Hampson M, Louis ED, Constable RT.","Front Hum Neurosci. 2018 Dec 7;12:496. doi: 10.3389/fnhum.2018.00496. eCollection 2018.","Tinaz S","Front Hum Neurosci","2018","2018/12/25","PMC6292989","","10.3389/fnhum.2018.00496"
"24753213","Algebraic reconstruction technique for parallel imaging reconstruction of undersampled radial data: application to cardiac cine","Li S, Chan C, Stockmann JP, Tagare H, Adluru G, Tam LK, Galiana G, Constable RT, Kozerke S, Peters DC.","Magn Reson Med. 2015 Apr;73(4):1643-53. doi: 10.1002/mrm.25265. Epub 2014 Apr 18.","Li S","Magn Reson Med","2015","2014/04/23","PMC4504217","NIHMS583961","10.1002/mrm.25265"
"24676034","Coupled Intrinsic Connectivity Distribution analysis: a method for exploratory connectivity analysis of paired FMRI data","Scheinost D, Shen X, Finn E, Sinha R, Constable RT, Papademetris X.","PLoS One. 2014 Mar 27;9(3):e93544. doi: 10.1371/journal.pone.0093544. eCollection 2014.","Scheinost D","PLoS One","2014","2014/03/29","PMC3968179","","10.1371/journal.pone.0093544"
"34496065","Genetic variation in endocannabinoid signaling is associated with differential network-level functional connectivity in youth","Sisk LM, Rapuano KM, Conley MI, Greene AS, Horien C, Rosenberg MD, Scheinost D, Constable RT, Glatt CE, Casey BJ, Gee DG.","J Neurosci Res. 2021 Sep 8. doi: 10.1002/jnr.24946. Online ahead of print.","Sisk LM","J Neurosci Res","2021","2021/09/08","","","10.1002/jnr.24946"
"16167193","fMRI hippocampal activity during a virtual radial arm maze","Astur RS, St Germain SA, Baker EK, Calhoun V, Pearlson GD, Constable RT.","Appl Psychophysiol Biofeedback. 2005 Sep;30(3):307-17. doi: 10.1007/s10484-005-6385-z.","Astur RS","Appl Psychophysiol Biofeedback","2005","2005/09/17","","","10.1007/s10484-005-6385-z"
"24200209","A preliminary investigation of Stroop-related intrinsic connectivity in cocaine dependence: associations with treatment outcomes","Mitchell MR, Balodis IM, Devito EE, Lacadie CM, Yeston J, Scheinost D, Constable RT, Carroll KM, Potenza MN.","Am J Drug Alcohol Abuse. 2013 Nov;39(6):392-402. doi: 10.3109/00952990.2013.841711.","Mitchell MR","Am J Drug Alcohol Abuse","2013","2013/11/09","PMC3827911","NIHMS521857","10.3109/00952990.2013.841711"
"17425532","Is automatic emotion regulation associated with agreeableness? A perspective using a social neuroscience approach","Haas BW, Omura K, Constable RT, Canli T.","Psychol Sci. 2007 Feb;18(2):130-2. doi: 10.1111/j.1467-9280.2007.01861.x.","Haas BW","Psychol Sci","2007","2007/04/12","","","10.1111/j.1467-9280.2007.01861.x"
"20117764","Unification of sentence processing via ear and eye: an fMRI study","Braze D, Mencl WE, Tabor W, Pugh KR, Constable RT, Fulbright RK, Magnuson JS, Van Dyke JA, Shankweiler DP.","Cortex. 2011 Apr;47(4):416-31. doi: 10.1016/j.cortex.2009.11.005. Epub 2010 Jan 11.","Braze D","Cortex","2011","2010/02/02","PMC2889140","NIHMS169690","10.1016/j.cortex.2009.11.005"
"19253377","Evaluation of hepatic fibrosis with portal pressure gradient in rats","Wang Y, Booth CJ, Kim H, Qiu M, Constable RT.","Magn Reson Med. 2009 May;61(5):1185-92. doi: 10.1002/mrm.21964.","Wang Y","Magn Reson Med","2009","2009/03/03","","","10.1002/mrm.21964"
"21073965","Preterm birth results in alterations in neural connectivity at age 16 years","Mullen KM, Vohr BR, Katz KH, Schneider KC, Lacadie C, Hampson M, Makuch RW, Reiss AL, Constable RT, Ment LR.","Neuroimage. 2011 Feb 14;54(4):2563-70. doi: 10.1016/j.neuroimage.2010.11.019. Epub 2010 Nov 10.","Mullen KM","Neuroimage","2011","2010/11/16","PMC3020252","NIHMS252489","10.1016/j.neuroimage.2010.11.019"
"21972276","Time course of regional brain activity accompanying auditory verbal hallucinations in schizophrenia","Hoffman RE, Pittman B, Constable RT, Bhagwagar Z, Hampson M.","Br J Psychiatry. 2011 Apr;198(4):277-83. doi: 10.1192/bjp.bp.110.086835.","Hoffman RE","Br J Psychiatry","2011","2011/10/06","PMC3065772","NIHMS287763","10.1192/bjp.bp.110.086835"
"18823411","Transverse patterning dissociates human EEG theta power and hippocampal BOLD activation","Meltzer JA, Fonzo GA, Constable RT.","Psychophysiology. 2009 Jan;46(1):153-62. doi: 10.1111/j.1469-8986.2008.00719.x. Epub 2008 Sep 24.","Meltzer JA","Psychophysiology","2009","2008/10/01","PMC2675275","NIHMS107384","10.1111/j.1469-8986.2008.00719.x"
"22789669","Does baseline cerebral blood flow affect task-related blood oxygenation level dependent response in schizophrenia?","Liu J, Qiu M, Constable RT, Wexler BE.","Schizophr Res. 2012 Sep;140(1-3):143-8. doi: 10.1016/j.schres.2012.06.028. Epub 2012 Jul 11.","Liu J","Schizophr Res","2012","2012/07/14","PMC3423495","NIHMS394113","10.1016/j.schres.2012.06.028"
"19560547","Alterations in neural connectivity in preterm children at school age","Gozzo Y, Vohr B, Lacadie C, Hampson M, Katz KH, Maller-Kesselman J, Schneider KC, Peterson BS, Rajeevan N, Makuch RW, Constable RT, Ment LR.","Neuroimage. 2009 Nov 1;48(2):458-63. doi: 10.1016/j.neuroimage.2009.06.046. Epub 2009 Jun 25.","Gozzo Y","Neuroimage","2009","2009/06/30","PMC2775072","NIHMS128306","10.1016/j.neuroimage.2009.06.046"
"21926468","Circulating glucose levels modulate neural control of desire for high-calorie foods in humans","Page KA, Seo D, Belfort-DeAguiar R, Lacadie C, Dzuira J, Naik S, Amarnath S, Constable RT, Sherwin RS, Sinha R.","J Clin Invest. 2011 Oct;121(10):4161-9. doi: 10.1172/JCI57873. Epub 2011 Sep 19.","Page KA","J Clin Invest","2011","2011/09/20","PMC3195474","","10.1172/JCI57873"
"16644236","Effects of estrogen variation on neural correlates of emotional response inhibition","Amin Z, Epperson CN, Constable RT, Canli T.","Neuroimage. 2006 Aug 1;32(1):457-64. doi: 10.1016/j.neuroimage.2006.03.013. Epub 2006 Apr 27.","Amin Z","Neuroimage","2006","2006/04/29","","","10.1016/j.neuroimage.2006.03.013"
"33679599","Correspondence Between Perceived Pubertal Development and Hormone Levels in 9-10 Year-Olds From the Adolescent Brain Cognitive Development Study","Herting MM, Uban KA, Gonzalez MR, Baker FC, Kan EC, Thompson WK, Granger DA, Albaugh MD, Anokhin AP, Bagot KS, Banich MT, Barch DM, Baskin-Sommers A, Breslin FJ, Casey BJ, Chaarani B, Chang L, Clark DB, Cloak CC, Constable RT, Cottler LB, Dagher RK, Dapretto M, Dick AS, Dosenbach N, Dowling GJ, Dumas JA, Edwards S, Ernst T, Fair DA, Feldstein-Ewing SW, Freedman EG, Fuemmeler BF, Garavan H, Gee DG, Giedd JN, Glaser PEA, Goldstone A, Gray KM, Hawes SW, Heath AC, Heitzeg MM, Hewitt JK, Heyser CJ, Hoffman EA, Huber RS, Huestis MA, Hyde LW, Infante MA, Ivanova MY, Jacobus J, Jernigan TL, Karcher NR, Laird AR, LeBlanc KH, Lisdahl K, Luciana M, Luna B, Maes HH, Marshall AT, Mason MJ, McGlade EC, Morris AS, Nagel BJ, Neigh GN, Palmer CE, Paulus MP, Potter AS, Puttler LI, Rajapakse N, Rapuano K, Reeves G, Renshaw PF, Schirda C, Sher KJ, Sheth C, Shilling PD, Squeglia LM, Sutherland MT, Tapert SF, Tomko RL, Yurgelun-Todd D, Wade NE, Weiss SRB, Zucker RA, Sowell ER.","Front Endocrinol (Lausanne). 2021 Feb 18;11:549928. doi: 10.3389/fendo.2020.549928. eCollection 2020.","Herting MM","Front Endocrinol (Lausanne)","2021","2021/03/08","PMC7930488","","10.3389/fendo.2020.549928"
"19158105","Alterations in functional connectivity for language in prematurely born adolescents","Schafer RJ, Lacadie C, Vohr B, Kesler SR, Katz KH, Schneider KC, Pugh KR, Makuch RW, Reiss AL, Constable RT, Ment LR.","Brain. 2009 Mar;132(Pt 3):661-70. doi: 10.1093/brain/awn353. Epub 2009 Jan 21.","Schafer RJ","Brain","2009","2009/01/23","PMC2664451","","10.1093/brain/awn353"
"16454311","Differentiation of speech and nonspeech processing within primary auditory cortex","Whalen DH, Benson RR, Richardson M, Swainson B, Clark VP, Lai S, Mencl WE, Fulbright RK, Constable RT, Liberman AM.","J Acoust Soc Am. 2006 Jan;119(1):575-81. doi: 10.1121/1.2139627.","Whalen DH","J Acoust Soc Am","2006","2006/02/04","","","10.1121/1.2139627"
"17007235","Interference produced by emotional conflict associated with anterior cingulate activation","Haas BW, Omura K, Constable RT, Canli T.","Cogn Affect Behav Neurosci. 2006 Jun;6(2):152-6. doi: 10.3758/cabn.6.2.152.","Haas BW","Cogn Affect Behav Neurosci","2006","2006/09/30","","","10.3758/cabn.6.2.152"
"34665907","A Graph Theory-based Whole Brain Approach to Assess Mood State Differences in Adolescents and Young Adults with Bipolar Disorder","Goldman DA, Sankar A, Colic L, Villa L, Kim JA, Pittman B, Constable RT, Scheinost D, Blumberg HP.","Bipolar Disord. 2021 Oct 19. doi: 10.1111/bdi.13144. Online ahead of print.","Goldman DA","Bipolar Disord","2021","2021/10/19","","","10.1111/bdi.13144"
"20347043","Functional connectivity to a right hemisphere language center in prematurely born adolescents","Myers EH, Hampson M, Vohr B, Lacadie C, Frost SJ, Pugh KR, Katz KH, Schneider KC, Makuch RW, Constable RT, Ment LR.","Neuroimage. 2010 Jul 15;51(4):1445-52. doi: 10.1016/j.neuroimage.2010.03.049. Epub 2010 Mar 25.","Myers EH","Neuroimage","2010","2010/03/30","PMC2872040","NIHMS192546","10.1016/j.neuroimage.2010.03.049"
"18193453","Sensory and cognitive mechanisms of change detection in the context of speech","Laufer I, Negishi M, Rajeevan N, Lacadie CM, Constable RT.","Brain Struct Funct. 2008 Feb;212(5):427-42. doi: 10.1007/s00429-007-0167-8. Epub 2008 Jan 10.","Laufer I","Brain Struct Funct","2008","2008/01/15","PMC2248604","","10.1007/s00429-007-0167-8"
"25139883","Leptin is associated with exaggerated brain reward and emotion responses to food images in adolescent obesity","Jastreboff AM, Lacadie C, Seo D, Kubat J, Van Name MA, Giannini C, Savoye M, Constable RT, Sherwin RS, Caprio S, Sinha R.","Diabetes Care. 2014 Nov;37(11):3061-8. doi: 10.2337/dc14-0525. Epub 2014 Aug 19.","Jastreboff AM","Diabetes Care","2014","2014/08/21","PMC4207200","","10.2337/dc14-0525"
"19434725","Glucose dysregulation and hepatic steatosis in obese adolescents: is there a link?","Cali AM, De Oliveira AM, Kim H, Chen S, Reyes-Mugica M, Escalera S, Dziura J, Taksali SE, Kursawe R, Shaw M, Savoye M, Pierpont B, Constable RT, Caprio S.","Hepatology. 2009 Jun;49(6):1896-903. doi: 10.1002/hep.22858.","Cali AM","Hepatology","2009","2009/05/13","PMC2692562","NIHMS96688","10.1002/hep.22858"
"20409665","Functional connectivity between task-positive and task-negative brain areas and its relation to working memory performance","Hampson M, Driesen N, Roth JK, Gore JC, Constable RT.","Magn Reson Imaging. 2010 Oct;28(8):1051-7. doi: 10.1016/j.mri.2010.03.021. Epub 2010 Apr 21.","Hampson M","Magn Reson Imaging","2010","2010/04/23","PMC2936669","NIHMS191777","10.1016/j.mri.2010.03.021"
"19490042","Language lateralization in epilepsy patients: fMRI validated with the Wada procedure","Arora J, Pugh K, Westerveld M, Spencer S, Spencer DD, Todd Constable R.","Epilepsia. 2009 Oct;50(10):2225-41. doi: 10.1111/j.1528-1167.2009.02136.x. Epub 2009 Jun 1.","Arora J","Epilepsia","2009","2009/06/04","","","10.1111/j.1528-1167.2009.02136.x"
"28069540","Multi-modal analysis of functional connectivity and cerebral blood flow reveals shared and unique effects of propofol in large-scale brain networks","Qiu M, Scheinost D, Ramani R, Constable RT.","Neuroimage. 2017 Mar 1;148:130-140. doi: 10.1016/j.neuroimage.2016.12.080. Epub 2017 Jan 6.","Qiu M","Neuroimage","2017","2017/01/11","PMC5410383","NIHMS860697","10.1016/j.neuroimage.2016.12.080"
"17495173","Trying to detect taste in a tasteless solution: modulation of early gustatory cortex by attention to taste","Veldhuizen MG, Bender G, Constable RT, Small DM.","Chem Senses. 2007 Jul;32(6):569-81. doi: 10.1093/chemse/bjm025. Epub 2007 May 10.","Veldhuizen MG","Chem Senses","2007","2007/05/15","","","10.1093/chemse/bjm025"
"18620337","Abnormal corpus callosum integrity in bipolar disorder: a diffusion tensor imaging study","Wang F, Kalmar JH, Edmiston E, Chepenik LG, Bhagwagar Z, Spencer L, Pittman B, Jackowski M, Papademetris X, Constable RT, Blumberg HP.","Biol Psychiatry. 2008 Oct 15;64(8):730-3. doi: 10.1016/j.biopsych.2008.06.001. Epub 2008 Jul 11.","Wang F","Biol Psychiatry","2008","2008/07/16","PMC2586998","NIHMS74465","10.1016/j.biopsych.2008.06.001"
"19454919","Relation between amygdala structure and function in adolescents with bipolar disorder","Kalmar JH, Wang F, Chepenik LG, Womer FY, Jones MM, Pittman B, Shah MP, Martin A, Constable RT, Blumberg HP.","J Am Acad Child Adolesc Psychiatry. 2009 Jun;48(6):636-642. doi: 10.1097/CHI.0b013e31819f6fbc.","Kalmar JH","J Am Acad Child Adolesc Psychiatry","2009","2009/05/21","PMC2867040","NIHMS195580","10.1097/CHI.0b013e31819f6fbc"
"17469914","Emotional conflict and neuroticism: personality-dependent activation in the amygdala and subgenual anterior cingulate","Haas BW, Omura K, Constable RT, Canli T.","Behav Neurosci. 2007 Apr;121(2):249-56. doi: 10.1037/0735-7044.121.2.249.","Haas BW","Behav Neurosci","2007","2007/05/02","","","10.1037/0735-7044.121.2.249"
"20036497","Surgically implantable magnetic resonance angiography coils improve resolution to allow visualization of blood flow dynamics","Fitzgerald TN, Muto A, Fancher TT, Brown PB, Martin KA, Muhs BE, Rothman DL, Constable RT, Sampath S, Dardik A.","Ann Vasc Surg. 2010 Feb;24(2):242-53. doi: 10.1016/j.avsg.2009.10.006. Epub 2009 Dec 29.","Fitzgerald TN","Ann Vasc Surg","2010","2009/12/29","PMC3665279","NIHMS469521","10.1016/j.avsg.2009.10.006"
"24151246","Noninvasive MRI measurement of the absolute cerebral blood volume-cerebral blood flow relationship during visual stimulation in healthy humans","Ciris PA, Qiu M, Constable RT.","Magn Reson Med. 2014 Sep;72(3):864-75. doi: 10.1002/mrm.24984. Epub 2013 Oct 21.","Ciris PA","Magn Reson Med","2014","2013/10/24","PMC3994201","NIHMS529566","10.1002/mrm.24984"
"19595772","Similar and dissociable mechanisms for attention to internal versus external information","Roth JK, Johnson MK, Raye CL, Constable RT.","Neuroimage. 2009 Nov 15;48(3):601-8. doi: 10.1016/j.neuroimage.2009.07.002. Epub 2009 Jul 9.","Roth JK","Neuroimage","2009","2009/07/15","PMC2749565","NIHMS131534","10.1016/j.neuroimage.2009.07.002"
"19402934","Preliminary evidence for progressive prefrontal abnormalities in adolescents and young adults with bipolar disorder","Kalmar JH, Wang F, Spencer L, Edmiston E, Lacadie CM, Martin A, Constable RT, Duncan JS, Staib LH, Papademetris X, Blumberg HP.","J Int Neuropsychol Soc. 2009 May;15(3):476-81. doi: 10.1017/S1355617709090584.","Kalmar JH","J Int Neuropsychol Soc","2009","2009/05/01","PMC2852397","NIHMS190560","10.1017/S1355617709090584"
"22056201","Altered age-related trajectories of amygdala-prefrontal circuitry in adolescents at clinical high risk for psychosis: a preliminary study","Gee DG, Karlsgodt KH, van Erp TG, Bearden CE, Lieberman MD, Belger A, Perkins DO, Olvet DM, Cornblatt BA, Constable T, Woods SW, Addington J, Cadenhead KS, McGlashan TH, Seidman LJ, Tsuang MT, Walker EF, Cannon TD; NAPLS Consortium.","Schizophr Res. 2012 Jan;134(1):1-9. doi: 10.1016/j.schres.2011.10.005. Epub 2011 Nov 6.","Gee DG","Schizophr Res","2012","2011/11/08","PMC3245800","NIHMS337413","10.1016/j.schres.2011.10.005"
"15678526","Measurement and correction of transmitter and receiver induced nonuniformities in vivo","Wang J, Qiu M, Yang QX, Smith MB, Constable RT.","Magn Reson Med. 2005 Feb;53(2):408-17. doi: 10.1002/mrm.20354.","Wang J","Magn Reson Med","2005","2005/01/29","","","10.1002/mrm.20354"
"16497520","Connectivity-behavior analysis reveals that functional connectivity between left BA39 and Broca's area varies with reading ability","Hampson M, Tokoglu F, Sun Z, Schafer RJ, Skudlarski P, Gore JC, Constable RT.","Neuroimage. 2006 Jun;31(2):513-9. doi: 10.1016/j.neuroimage.2005.12.040. Epub 2006 Feb 23.","Hampson M","Neuroimage","2006","2006/02/25","","","10.1016/j.neuroimage.2005.12.040"
"18669996","Abnormal anterior cingulum integrity in bipolar disorder determined through diffusion tensor imaging","Wang F, Jackowski M, Kalmar JH, Chepenik LG, Tie K, Qiu M, Gong G, Pittman BP, Jones MM, Shah MP, Spencer L, Papademetris X, Constable RT, Blumberg HP.","Br J Psychiatry. 2008 Aug;193(2):126-9. doi: 10.1192/bjp.bp.107.048793.","Wang F","Br J Psychiatry","2008","2008/08/02","PMC2732002","NIHMS123818","10.1192/bjp.bp.107.048793"
"18056698","Effects of working memory load on oscillatory power in human intracranial EEG","Meltzer JA, Zaveri HP, Goncharova II, Distasio MM, Papademetris X, Spencer SS, Spencer DD, Constable RT.","Cereb Cortex. 2008 Aug;18(8):1843-55. doi: 10.1093/cercor/bhm213. Epub 2007 Dec 3.","Meltzer JA","Cereb Cortex","2008","2007/12/07","PMC2474453","","10.1093/cercor/bhm213"
"17646512","Acupuncture-induced blood oxygenation level-dependent signals in awake and anesthetized volunteers: a pilot study","Wang SM, Constable RT, Tokoglu FS, Weiss DA, Freyle D, Kain ZN.","Anesth Analg. 2007 Aug;105(2):499-506. doi: 10.1213/01.ane.0000270216.71234.f5.","Wang SM","Anesth Analg","2007","2007/07/25","","","10.1213/01.ane.0000270216.71234.f5"
"17505817","Impact of smoking abstinence on working memory neurocircuitry in adolescent daily tobacco smokers","Jacobsen LK, Mencl WE, Constable RT, Westerveld M, Pugh KR.","Psychopharmacology (Berl). 2007 Sep;193(4):557-66. doi: 10.1007/s00213-007-0797-9. Epub 2007 May 16.","Jacobsen LK","Psychopharmacology (Berl)","2007","2007/05/17","","","10.1007/s00213-007-0797-9"
"19111281","Brain areas coactivating with motor cortex during chronic motor tics and intentional movements","Hampson M, Tokoglu F, King RA, Constable RT, Leckman JF.","Biol Psychiatry. 2009 Apr 1;65(7):594-9. doi: 10.1016/j.biopsych.2008.11.012. Epub 2008 Dec 25.","Hampson M","Biol Psychiatry","2009","2008/12/30","PMC2679868","NIHMS102926","10.1016/j.biopsych.2008.11.012"
"18633831","Functional magnetic resonance imaging of temporally distinct responses to emotional facial expressions","Haas BW, Constable RT, Canli T.","Soc Neurosci. 2009;4(2):121-34. doi: 10.1080/17470910802176326. Epub 2008 Jun 12.","Haas BW","Soc Neurosci","2009","2008/07/18","PMC2789591","NIHMS149036","10.1080/17470910802176326"
"18284344","Effects of stimulus difficulty and repetition on printed word identification: an fMRI comparison of nonimpaired and reading-disabled adolescent cohorts","Pugh KR, Frost SJ, Sandak R, Landi N, Rueckl JG, Constable RT, Seidenberg MS, Fulbright RK, Katz L, Mencl WE.","J Cogn Neurosci. 2008 Jul;20(7):1146-60. doi: 10.1162/jocn.2008.20079.","Pugh KR","J Cogn Neurosci","2008","2008/02/21","PMC3152957","NIHMS312939","10.1162/jocn.2008.20079"
"18314252","Additive effects of serotonin transporter and tryptophan hydroxylase-2 gene variation on neural correlates of affective processing","Canli T, Congdon E, Todd Constable R, Lesch KP.","Biol Psychol. 2008 Sep;79(1):118-25. doi: 10.1016/j.biopsycho.2008.01.004. Epub 2008 Jan 31.","Canli T","Biol Psychol","2008","2008/03/04","","","10.1016/j.biopsycho.2008.01.004"
"18633773","Functional connectivity with the anterior cingulate is associated with extraversion during the emotional Stroop task","Haas BW, Omura K, Amin Z, Constable RT, Canli T.","Soc Neurosci. 2006;1(1):16-24. doi: 10.1080/17470910600650753.","Haas BW","Soc Neurosci","2006","2008/07/18","","","10.1080/17470910600650753"
"19427632","Functional and structural connectivity between the perigenual anterior cingulate and amygdala in bipolar disorder","Wang F, Kalmar JH, He Y, Jackowski M, Chepenik LG, Edmiston EE, Tie K, Gong G, Shah MP, Jones M, Uderman J, Constable RT, Blumberg HP.","Biol Psychiatry. 2009 Sep 1;66(5):516-21. doi: 10.1016/j.biopsych.2009.03.023. Epub 2009 May 9.","Wang F","Biol Psychiatry","2009","2009/05/12","PMC2830492","NIHMS175753","10.1016/j.biopsych.2009.03.023"
"34224851","Within node connectivity changes, not simply edge changes, influence graph theory measures in functional connectivity studies of the brain","Luo W, Greene AS, Constable RT.","Neuroimage. 2021 Oct 15;240:118332. doi: 10.1016/j.neuroimage.2021.118332. Epub 2021 Jul 2.","Luo W","Neuroimage","2021","2021/07/05","PMC8493952","NIHMS1741053","10.1016/j.neuroimage.2021.118332"
"18346506","Brain volume reductions within multiple cognitive systems in male preterm children at age twelve","Kesler SR, Reiss AL, Vohr B, Watson C, Schneider KC, Katz KH, Maller-Kesselman J, Silbereis J, Constable RT, Makuch RW, Ment LR.","J Pediatr. 2008 Apr;152(4):513-20, 520.e1. doi: 10.1016/j.jpeds.2007.08.009. Epub 2007 Nov 5.","Kesler SR","J Pediatr","2008","2008/03/19","PMC3270939","NIHMS349253","10.1016/j.jpeds.2007.08.009"
"18823880","Impairment of working memory maintenance and response in schizophrenia: functional magnetic resonance imaging evidence","Driesen NR, Leung HC, Calhoun VD, Constable RT, Gueorguieva R, Hoffman R, Skudlarski P, Goldman-Rakic PS, Krystal JH.","Biol Psychiatry. 2008 Dec 15;64(12):1026-34. doi: 10.1016/j.biopsych.2008.07.029. Epub 2008 Sep 27.","Driesen NR","Biol Psychiatry","2008","2008/10/01","PMC2650279","NIHMS81965","10.1016/j.biopsych.2008.07.029"
"18511299","Stop the sadness: Neuroticism is associated with sustained medial prefrontal cortex response to emotional facial expressions","Haas BW, Constable RT, Canli T.","Neuroimage. 2008 Aug 1;42(1):385-92. doi: 10.1016/j.neuroimage.2008.04.027. Epub 2008 Apr 18.","Haas BW","Neuroimage","2008","2008/05/31","PMC2789588","NIHMS149046","10.1016/j.neuroimage.2008.04.027"
"15344495","Nonlinear estimation and modeling of fMRI data using spatio-temporal support vector regression","Wang YM, Schultz RT, Constable RT, Staib LH.","Inf Process Med Imaging. 2003 Jul;18:647-59. doi: 10.1007/978-3-540-45087-0_54.","Wang YM","Inf Process Med Imaging","2003","2004/09/04","","","10.1007/978-3-540-45087-0_54"
"18771508","Maternal brain response to own baby-cry is affected by cesarean section delivery","Swain JE, Tasgin E, Mayes LC, Feldman R, Constable RT, Leckman JF.","J Child Psychol Psychiatry. 2008 Oct;49(10):1042-52. doi: 10.1111/j.1469-7610.2008.01963.x. Epub 2008 Sep 3.","Swain JE","J Child Psychol Psychiatry","2008","2008/09/06","PMC3246837","NIHMS342265","10.1111/j.1469-7610.2008.01963.x"
"16806976","Gender differences in the neural correlates of response inhibition during a stop signal task","Li CS, Huang C, Constable RT, Sinha R.","Neuroimage. 2006 Oct 1;32(4):1918-29. doi: 10.1016/j.neuroimage.2006.05.017. Epub 2006 Jun 27.","Li CS","Neuroimage","2006","2006/06/30","","","10.1016/j.neuroimage.2006.05.017"
"19171615","Longitudinal brain volume changes in preterm and term control subjects during late childhood and adolescence","Ment LR, Kesler S, Vohr B, Katz KH, Baumgartner H, Schneider KC, Delancy S, Silbereis J, Duncan CC, Constable RT, Makuch RW, Reiss AL.","Pediatrics. 2009 Feb;123(2):503-11. doi: 10.1542/peds.2008-0025.","Ment LR","Pediatrics","2009","2009/01/28","PMC2679898","NIHMS94775","10.1542/peds.2008-0025"
"18035933","Dynamic imaging of lymphatic vessels and lymph nodes using a bimodal nanoparticulate contrast agent","Mounzer R, Shkarin P, Papademetris X, Constable T, Ruddle NH, Fahmy TM.","Lymphat Res Biol. 2007;5(3):151-8. doi: 10.1089/lrb.2007.5302.","Mounzer R","Lymphat Res Biol","2007","2007/11/27","","","10.1089/lrb.2007.5302"
"16040268","White matter tractography by anisotropic wavefront evolution and diffusion tensor imaging","Jackowski M, Kao CY, Qiu M, Constable RT, Staib LH.","Med Image Anal. 2005 Oct;9(5):427-40. doi: 10.1016/j.media.2005.05.008.","Jackowski M","Med Image Anal","2005","2005/07/26","PMC2839167","NIHMS178049","10.1016/j.media.2005.05.008"
"17027783","Hemodynamic retrieval intensity in hippocampus is decreased by pre-exposure to autobiographic test items","Rekkas PV, Constable RT.","Brain Res Bull. 2006 Oct 16;70(4-6):467-73. doi: 10.1016/j.brainresbull.2006.07.002. Epub 2006 Jul 21.","Rekkas PV","Brain Res Bull","2006","2006/10/10","","","10.1016/j.brainresbull.2006.07.002"
"18306404","Comparative MR study of hepatic fat quantification using single-voxel proton spectroscopy, two-point dixon and three-point IDEAL","Kim H, Taksali SE, Dufour S, Befroy D, Goodman TR, Petersen KF, Shulman GI, Caprio S, Constable RT.","Magn Reson Med. 2008 Mar;59(3):521-7. doi: 10.1002/mrm.21561.","Kim H","Magn Reson Med","2008","2008/02/29","PMC2818363","NIHMS156277","10.1002/mrm.21561"
